mouse,day,session,filepath
29,16,OF2,Harry/EphysNeuropixelData/of/M29_D16_2024-12-03_18-29-16_OF2
29,16,VR,Harry/EphysNeuropixelData/vr/M29_D16_2024-12-03_17-17-41_VR1
29,17,OF1,Harry/EphysNeuropixelData/of/M29_D17_2024-12-04_14-58-49_OF1
29,17,OF2,Harry/EphysNeuropixelData/of/M29_D17_2024-12-04_16-23-33_OF2
29,17,VR,Harry/EphysNeuropixelData/vr/M29_D17_2024-12-04_15-24-58_VR1
29,18,OF1,Harry/EphysNeuropixelData/of/M29_D18_2024-12-05_15-33-16_OF1
29,18,OF2,Harry/EphysNeuropixelData/of/M29_D18_2024-12-05_16-47-08_OF2
29,18,VR,Harry/EphysNeuropixelData/vr/M29_D18_2024-12-05_16-00-15_VR1
29,19,OF1,Harry/EphysNeuropixelData/of/M29_D19_2024-12-06_15-36-36_OF1
29,19,OF2,Harry/EphysNeuropixelData/of/M29_D19_2024-12-06_16-49-43_OF2
29,19,VR,Harry/EphysNeuropixelData/vr/M29_D19_2024-12-06_16-05-54_VR1
29,20,OF1,Harry/EphysNeuropixelData/of/M29_D20_2024-12-07_14-59-34_OF1
29,20,OF2,Harry/EphysNeuropixelData/of/M29_D20_2024-12-07_16-28-59_OF2
29,20,VR,Harry/EphysNeuropixelData/vr/M29_D20_2024-12-07_15-26-10_VR1
29,21,OF1,Harry/EphysNeuropixelData/of/M29_D21_2024-12-08_14-48-03_OF1
29,21,OF2,Harry/EphysNeuropixelData/of/M29_D21_2024-12-08_16-02-09_OF2
29,21,VR,Harry/EphysNeuropixelData/vr/M29_D21_2024-12-08_15-18-33_VR1
29,22,OF1,Harry/EphysNeuropixelData/of/M29_D22_2024-12-09_14-56-37_OF1
29,22,OF2,Harry/EphysNeuropixelData/of/M29_D22_2024-12-09_16-10-55_OF2
29,22,VR,Harry/EphysNeuropixelData/vr/M29_D22_2024-12-09_15-25-45_VR1
29,23,OF1,Harry/EphysNeuropixelData/of/M29_D23_2024-12-10_15-35-45_OF1
29,23,OF2,Harry/EphysNeuropixelData/of/M29_D23_2024-12-10_16-54-51_OF2
29,23,VR,Harry/EphysNeuropixelData/vr/M29_D23_2024-12-10_16-14-56_VR1
29,24,MCVR,Harry/EphysNeuropixelData/vr_multi_context/M29_D24_2024-12-11_15-23-31_MCVR1
29,24,VIS1,Harry/EphysNeuropixelData/allen_brain_observatory_visual_coding/M29_D24_2024-12-11_16-35-14_VIS1
29,25,OF1,Harry/EphysNeuropixelData/of/M29_D25_2024-12-12_16-11-29_OF1
29,25,OF2,Harry/EphysNeuropixelData/of/M29_D25_2024-12-12_17-21-13_OF2
29,25,VR,Harry/EphysNeuropixelData/vr/M29_D25_2024-12-12_16-37-02_VR1
29,26,MCVR,Harry/EphysNeuropixelData/vr_multi_context/M29_D26_2024-12-13_15-37-23_MCVR1
29,26,IM1,Harry/EphysNeuropixelData/allen_brain_observatory_visual_coding/M29_D26_2024-12-13_16-55-10_IM1
29,27,MCVR,Harry/EphysNeuropixelData/vr_multi_context/M29_D27_2024-12-14_15-23-37_MCVR1
29,27,IMSEQ,Harry/EphysNeuropixelData/allen_brain_observatory_visual_multi_sequences/M29_D27_2024-12-14_17-23-19_IMSEQ
29,28,MCVR,Harry/EphysNeuropixelData/vr_multi_context/M29_D28_2024-12-15_15-08-45_MCVR1
29,29,MCVR,Harry/EphysNeuropixelData/vr_multi_context/M29_D29_2024-12-16_16-30-06_MCVR1
