,mouse,date,session,filepath
1365,1767,2024-07-30,obj1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-07-30_12-53-38_obj1
1366,1767,2024-07-30,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-07-30_13-15-10_of1
1367,1767,2024-08-02,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-02_13-06-26_of
1368,1767,2024-08-02,opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-02_13-22-10_opto
1369,1767,2024-08-02,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-02_13-48-30_of1
1370,1767,2024-08-12,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-12_15-37-53_of
1371,1767,2024-08-12,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-12_15-55-19_obj_opto
1372,1767,2024-08-12,obj,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-12_16-33-20_obj
1373,1767,2024-08-12,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-12_16-58-56_of1
1374,1767,2024-08-13,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-13_16-15-31_of
1375,1767,2024-08-13,obj,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-13_16-30-43_obj
1376,1767,2024-08-13,opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-13_16-51-44_opto
1377,1767,2024-08-13,obj1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-13_17-18-29_obj1
1378,1767,2024-08-13,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-13_17-51-38_of1
1379,1767,2024-08-15,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-15_10-43-55_of
1380,1767,2024-08-15,opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-15_10-58-47_opto
1381,1767,2024-08-15,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-15_11-24-38_of1
1382,1767,2024-08-27,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-27_12-52-08_of
1383,1767,2024-08-27,opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-27_13-05-47_opto
1384,1767,2024-08-27,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-27_13-31-07_of1
1385,1767,2024-08-28,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-28_09-40-51_of
1386,1767,2024-08-28,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-28_09-58-44_obj_opto
1387,1767,2024-08-28,obj,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-28_10-24-53_obj
1388,1767,2024-08-28,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-28_10-47-13_of1
1389,1767,2024-08-30,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-30_09-57-34_of
1390,1767,2024-08-30,obj,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-30_10-13-44_obj
1391,1767,2024-08-30,opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-30_10-33-36_opto
1392,1767,2024-08-30,obj1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-30_10-59-53_obj1
1393,1767,2024-08-30,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-08-30_11-22-14_of1
1394,1767,2024-09-02,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-02_09-47-00_of
1395,1767,2024-09-02,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-02_10-03-48_obj_opto
1396,1767,2024-09-02,obj,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-02_10-29-05_obj
1397,1767,2024-09-02,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-02_10-50-38_of1
1398,1767,2024-09-02b,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-02b_12-27-53_of
1399,1767,2024-09-02b,opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-02b_12-42-45_opto
1400,1767,2024-09-02b,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-02b_13-05-16_of1
1401,1767,2024-09-03,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-03_09-12-39_of
1402,1767,2024-09-03,obj,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-03_09-28-56_obj
1403,1767,2024-09-03,opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-03_09-46-32_opto
1404,1767,2024-09-03,obj1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-03_10-12-03_obj1
1405,1767,2024-09-03,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-03_10-27-40_of1
1406,1767,2024-09-04,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-04_08-37-44_of
1407,1767,2024-09-04,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-04_08-53-35_obj_opto
1408,1767,2024-09-04,obj,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-04_09-20-21_obj
1409,1767,2024-09-04,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-04_09-45-51_of1
1410,1767,2024-09-05,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-05_09-16-31_of
1411,1767,2024-09-05,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-05_09-32-28_obj_opto
1412,1767,2024-09-05,obj,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-05_09-58-05_obj
1413,1767,2024-09-05,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-05_10-14-48_of1
1414,1767,2024-09-05b,of,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-05b_12-05-21_of
1415,1767,2024-09-05b,obj,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-05b_12-18-55_obj
1416,1767,2024-09-05b,opto,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-05b_12-35-57_opto
1417,1767,2024-09-05b,obj1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-05b_12-58-49_obj1
1418,1767,2024-09-05b,of1,Bri/optetrode_recordings/inhibitory_opto/1767/1767_2024-09-05b_13-13-14_of1
1419,1776,2024-07-18,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-18_12-40-28_of
1420,1776,2024-07-18,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-18_12-59-02_opto
1421,1776,2024-07-18,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-18_13-26-07_of1
1422,1776,2024-07-18,opto1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-18_13-52-20_opto1
1423,1776,2024-07-23,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-23_11-25-44_of
1424,1776,2024-07-23,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-23_11-40-02_obj
1425,1776,2024-07-23,opto1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-23_12-14-12_opto1
1426,1776,2024-07-23,obj1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-23_12-40-27_obj1
1427,1776,2024-07-23,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-23_12-55-09_of1
1428,1776,2024-07-24,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-24_09-58-20_of
1429,1776,2024-07-24,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-24_10-15-03_obj_opto
1430,1776,2024-07-24,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-24_10-42-46_obj
1431,1776,2024-07-24,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-24_10-58-56_of1
1432,1776,2024-07-24b,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-24b_13-07-58_of
1433,1776,2024-07-24b,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-24b_13-24-41_opto
1434,1776,2024-07-24b,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-24b_13-49-39_of1
1435,1776,2024-07-24b,opto11,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-24b_14-06-10_opto11
1436,1776,2024-07-26,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-26_09-53-34_of
1437,1776,2024-07-26,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-26_10-11-03_obj_opto
1438,1776,2024-07-26,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-26_10-38-11_obj
1439,1776,2024-07-26,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-26_10-54-04_of1
1440,1776,2024-07-26b,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-26b_13-53-00_of
1441,1776,2024-07-26b,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-26b_14-06-52_opto
1442,1776,2024-07-26b,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-26b_14-31-23_of1
1443,1776,2024-07-29,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-29_08-05-16_of
1444,1776,2024-07-29,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-29_08-20-55_obj
1445,1776,2024-07-29,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-29_08-37-33_opto
1446,1776,2024-07-29,obj1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-29_09-03-12_obj1
1447,1776,2024-07-29,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-29_09-18-55_of1
1448,1776,2024-07-29b,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-29b_15-13-02_of
1449,1776,2024-07-29b,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-29b_15-29-18_obj
1450,1776,2024-07-29b,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-29b_15-47-35_opto
1451,1776,2024-07-29b,obj1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-29b_16-15-16_obj1
1452,1776,2024-07-29b,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-29b_16-30-28_of1
1453,1776,2024-07-30,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-30_08-44-04_of
1454,1776,2024-07-30,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-30_09-01-29_obj_opto
1455,1776,2024-07-30,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-30_09-28-08_obj
1456,1776,2024-07-30,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-07-30_09-46-59_of1
1457,1776,2024-08-01,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-01_09-04-16_of
1458,1776,2024-08-01,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-01_09-22-41_obj
1459,1776,2024-08-01,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-01_09-42-20_opto
1460,1776,2024-08-01,obj1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-01_10-09-01_obj1
1461,1776,2024-08-01,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-01_10-26-44_of1
1462,1776,2024-08-02,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-02_10-17-36_of
1463,1776,2024-08-02,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-02_10-32-50_obj_opto
1464,1776,2024-08-02,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-02_10-59-06_obj
1465,1776,2024-08-02,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-02_11-16-17_of1
1466,1776,2024-08-02b,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-02b_15-19-37_of
1467,1776,2024-08-02b,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-02b_15-39-21_opto
1468,1776,2024-08-02b,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-02b_16-08-49_of1
1469,1776,2024-08-12,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-12_12-19-27_of
1470,1776,2024-08-12,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-12_12-37-03_obj
1471,1776,2024-08-12,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-12_12-53-53_opto
1472,1776,2024-08-12,obj1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-12_13-20-43_obj1
1473,1776,2024-08-12,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-12_13-40-09_of1
1474,1776,2024-08-13,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-13_13-34-18_of
1475,1776,2024-08-13,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-13_13-50-55_obj_opto
1476,1776,2024-08-13,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-13_14-18-18_obj
1477,1776,2024-08-13,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-13_14-37-41_of1
1478,1776,2024-08-15,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-15_09-46-54_of
1479,1776,2024-08-15,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-15_10-00-51_opto
1480,1776,2024-08-15,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-15_10-25-22_of1
1481,1776,2024-08-15b,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-15b_13-56-06_of
1482,1776,2024-08-15b,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-15b_14-13-33_obj_opto
1483,1776,2024-08-15b,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-15b_14-39-32_obj
1484,1776,2024-08-15b,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-15b_14-55-38_of1
1485,1776,2024-08-21,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-21_10-17-25_of
1486,1776,2024-08-21,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-21_10-33-42_obj
1487,1776,2024-08-21,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-21_10-49-21_opto
1488,1776,2024-08-21,obj1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-21_11-15-11_obj1
1489,1776,2024-08-21,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-21_11-30-58_of1
1490,1776,2024-08-27,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-27_10-38-57_of
1491,1776,2024-08-27,opto1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-27_10-53-52_opto1
1492,1776,2024-08-27,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-27_11-21-13_of1
1493,1776,2024-08-28,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-28_11-07-54_of
1494,1776,2024-08-28,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-28_11-23-17_obj_opto
1495,1776,2024-08-28,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-28_11-50-40_obj
1496,1776,2024-08-28,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-28_12-11-18_of1
1497,1776,2024-08-30,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-30_11-41-01_of
1498,1776,2024-08-30,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-30_11-56-59_obj
1499,1776,2024-08-30,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-30_12-12-25_opto
1500,1776,2024-08-30,obj1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-30_12-39-43_obj1
1501,1776,2024-08-30,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-08-30_12-54-40_of1
1502,1776,2024-09-02,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-02_11-10-42_of
1503,1776,2024-09-02,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-02_11-25-55_obj_opto
1504,1776,2024-09-02,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-02_11-53-54_obj
1505,1776,2024-09-02,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-02_12-09-13_of1
1506,1776,2024-09-04,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-04_10-05-53_of
1507,1776,2024-09-04,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-04_10-35-18_obj
1508,1776,2024-09-04,opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-04_10-53-05_opto
1509,1776,2024-09-04,obj1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-04_11-17-19_obj1
1510,1776,2024-09-04,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-04_11-33-11_of1
1511,1776,2024-09-05,of,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-05_10-32-54_of
1512,1776,2024-09-05,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-05_10-48-23_obj_opto
1513,1776,2024-09-05,obj,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-05_11-10-44_obj
1514,1776,2024-09-05,of1,Bri/optetrode_recordings/inhibitory_opto/1776/1776_2024-09-05_11-23-28_of1
1515,1780,2024-07-19,of,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-19_14-09-26_of
1516,1780,2024-07-19,opto,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-19_14-36-37_opto
1517,1780,2024-07-19,of1,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-19_15-02-16_of1
1518,1780,2024-07-26,of,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-26_11-26-48_of
1519,1780,2024-07-26,opto,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-26_11-46-26_opto
1520,1780,2024-07-26,of1,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-26_12-14-02_of1
1521,1780,2024-07-29,of,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-29_09-40-47_of
1522,1780,2024-07-29,obj,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-29_09-56-39_obj
1523,1780,2024-07-29,opto,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-29_10-23-26_opto
1524,1780,2024-07-29,obj1,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-29_10-49-07_obj1
1525,1780,2024-07-29,of1,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-29_11-15-10_of1
1526,1780,2024-07-30,of,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-30_10-09-40_of
1527,1780,2024-07-30,obj-opto,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-30_10-26-28_obj-opto
1528,1780,2024-07-30,obj,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-30_10-53-53_obj
1529,1780,2024-07-30,of1,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-07-30_11-20-55_of1
1530,1780,2024-08-01,of,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-01_10-52-06_of
1531,1780,2024-08-01,obj,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-01_11-14-06_obj
1532,1780,2024-08-01,opto,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-01_11-37-15_opto
1533,1780,2024-08-01,obj1,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-01_12-04-29_obj1
1534,1780,2024-08-01,of1,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-01_12-30-10_of1
1535,1780,2024-08-02,of,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-02_11-43-12_of
1536,1780,2024-08-02,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-02_12-04-17_obj_opto
1537,1780,2024-08-02,obj,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-02_12-30-05_obj
1538,1780,2024-08-02,of1,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-02_12-45-57_of1
1539,1780,2024-08-15,of,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-15_15-16-23_of
1540,1780,2024-08-15,opto,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-15_15-34-38_opto
1541,1780,2024-08-15,of1,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-15_16-00-09_of1
1542,1780,2024-08-21,of,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-21_11-52-53_of
1543,1780,2024-08-21,obj_opto,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-21_12-13-56_obj_opto
1544,1780,2024-08-21,obj,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-21_12-40-17_obj
1545,1780,2024-08-21,of1,Bri/optetrode_recordings/inhibitory_opto/1780/1780_2024-08-21_13-01-07_of1
1546,1893,2025-06-11,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-11_16-47-52_of
1547,1893,2025-06-11,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-11_17-09-02_opto
1548,1893,2025-06-11,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-11_17-31-49_of1
1549,1893,2025-06-16,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-16_11-31-39_of
1550,1893,2025-06-16,obj,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-16_11-49-23_obj
1551,1893,2025-06-16,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-16_12-10-17_opto
1552,1893,2025-06-16,obj1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-16_12-33-12_obj1
1553,1893,2025-06-16,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-16_12-54-19_of1
1554,1893,2025-06-17,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-17_13-32-40_of
1555,1893,2025-06-17,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-17_13-48-28_opto
1556,1893,2025-06-17,obj,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-17_14-10-49_obj
1557,1893,2025-06-17,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-17_14-27-56_of1
1558,1893,2025-06-19,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-19_14-49-45_of
1559,1893,2025-06-19,obj,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-19_15-07-21_obj
1560,1893,2025-06-19,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-19_15-27-49_opto
1561,1893,2025-06-19,obj1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-19_15-49-50_obj1
1562,1893,2025-06-19,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-19_16-05-39_of1
1563,1893,2025-06-20,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-20_10-56-41_of
1564,1893,2025-06-20,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-20_11-12-45_opto
1565,1893,2025-06-20,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-20_11-36-02_of1
1566,1893,2025-06-20b,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-20b_16-25-08_of
1567,1893,2025-06-20b,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-20b_16-42-18_opto
1568,1893,2025-06-20b,obj,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-20b_17-04-34_obj
1569,1893,2025-06-20b,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-20b_17-22-59_of1
1570,1893,2025-06-22,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-22_12-17-21_of
1571,1893,2025-06-22,obj,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-22_12-37-35_obj
1572,1893,2025-06-22,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-22_12-53-49_opto
1573,1893,2025-06-22,obj1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-22_13-17-16_obj1
1574,1893,2025-06-22,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-22_13-37-53_of1
1575,1893,2025-06-22b,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-22b_15-16-36_of
1576,1893,2025-06-22b,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-22b_15-33-44_opto
1577,1893,2025-06-22b,obj,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-22b_15-56-22_obj
1578,1893,2025-06-22b,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-22b_16-14-10_of1
1579,1893,2025-06-23,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-23_09-56-56_of
1580,1893,2025-06-23,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-23_10-18-46_opto
1581,1893,2025-06-23,obj,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-23_10-42-21_obj
1582,1893,2025-06-23,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-23_11-06-27_of1
1583,1893,2025-06-23b,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-23b_15-04-50_of
1584,1893,2025-06-23b,obj,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-23b_15-24-09_obj
1585,1893,2025-06-23b,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-23b_15-44-07_opto
1586,1893,2025-06-23b,obj1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-23b_16-09-25_obj1
1587,1893,2025-06-23b,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-23b_16-30-46_of1
1588,1893,2025-06-24,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-24_14-36-55_of
1589,1893,2025-06-24,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-24_14-56-33_opto
1590,1893,2025-06-24,obj,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-24_15-18-39_obj
1591,1893,2025-06-24,of1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-24_15-34-13_of1
1592,1893,2025-06-26,of,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-26_13-36-37_of
1593,1893,2025-06-26,obj,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-26_13-59-38_obj
1594,1893,2025-06-26,opto,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-26_14-19-04_opto
1595,1893,2025-06-26,obj1,Bri/optetrode_recordings/inhibitory_opto/1893/1893_2025-06-26_14-44-10_obj1
